file_id,Question,Generated
MAw3yh4BgQE_chunk5_data1_task2,What mental disorder does this person show?,The person is exhibiting suicidal thoughts.
Zldp0jcw6j4_chunk10_data1_task1,Does the patient suffer from stress?,"Yes, the patient mentions experiencing a lot of anxiety when taking new jobs."
P2a9102jifM_chunk15_data1_task4,Does the emotional wellness dimension exist here?,"Yes, the speaker is expressing sadness."
tBd5VGCKnjA_chunk26_data1_task3,What is the stress cause here?,The speaker does not specify the stress cause.
jlXmVqhaMds_chunk40_data2_task1,Does the patient suffer from stress?,"Yes, the patient is described as being anxious, which is a symptom of stress."
HQWorEVFjUo_chunk5_data2_task1,Does the patient suffer from loneliness?,"Yes, the patient feels that she cannot make friends and is looking for a program that would stimulate her and make her enjoy going to a place."
bTRRNWrwRCo_chunk4_data2_task3,What cause of depression does this show?,"The audio does not specifically mention depression, but the speaker talks about being aware of their weight and problems, which can contribute to feelings of distress or low mood."
EO9F6b1R-ws_chunk3_data2_task3,What is the stress cause here?,The speaker is experiencing a lot of anxiety because they do not know something.
YpgvoXv3o-w_chunk5_data2_task3,What is the stress cause here?,"The speaker is uncertain about when her husband will deal with the bills, which is causing her stress."
rKTYOAI65zE_chunk10_data2_task3,What is the stress cause here?,"The stress cause here is that people are getting meaner than usual, and it's happening quite a bit now."
Xj2FB047sVc_chunk12_data1_task1,Does the patient suffer from loneliness?,It cannot be determined from the provided information.
LmB3ZQ2F1MY_chunk18_data2_task4,Does the patient show risk of thwarted belongingness?,"Yes, the patient shows risk of thwarted belongingness."
Ch9YNaCgBU4_chunk25_data2_task2,What mental disorder symptoms does the patient show?,The patient shows suicidal thoughts and tendencies.
nanU4vR993I_chunk32_data1_task2,What mental disorder symptoms does the patient show?,The patient shows delusions and hallucinations.
jm6PG989Q_0_chunk47_data1_task3,What is the stress cause here?,"The speaker seems to be uncertain or hesitant, as indicated by the use of filler words like 'um' and 'kind of.'"
PK-Sq7I7M54_chunk9_data1_task3,What cause of depression does this show?,The audio does not specifically mention the cause of the person's depression.
XUVQ5dGB1x0_chunk8_data1_task3,What cause of depression does this show?,"The audio does not specifically mention depression, but the context implies that a person is feeling overwhelmed or stressed due to the tension and conflict they perceive in their environment."
pvTGgLtVDNU_chunk3_data1_task2,What mental disorder symptoms does the patient show?,The patient shows symptoms of schizophrenia.
kuhImFdGW_w_chunk14_data1_task3,What cause of depression does this show?,"The speaker mentions feeling guilty, which can be a common cause of depression."
jlXmVqhaMds_chunk28_data1_task1,Does the patient suffer from stress?,"Yes, the patient seems to feel a sense of impending doom."
ZNDBInn5neE_chunk11_data1_task4,Does the emotional wellness dimension exist here?,"Yes, the emotional wellness dimension is present in the speech as it involves discussing personal feelings and experiences such as fear during a psychotic episode."
Ch9YNaCgBU4_chunk13_data2_task2,What mental disorder symptoms does the patient show?,The patient shows symptoms of depression.
ankWMLepQsE_chunk7_data1_task4,Does the social wellness dimension exist here?,"The statement does not explicitly mention 'social wellness,' but it implies a problem in a relationship that affects their ability to spend time together and engage in activities, which could be related to social wellness."
7LD8iC4NqXM_chunk17_data2_task2,What mental disorder symptoms does the patient show?,The patient shows symptoms of depression.
Cg4BbnkBavQ_chunk8_data2_task1,Does the patient suffer from stress?,"Yes, the patient mentions that working at a job center can get a bit stressful at times."
E9mZ3915tdU_chunk17_data1_task3,What is the stress cause here?,"The speaker seems to be discussing the cost of counseling sessions, implying that financial considerations can be a barrier for some people seeking help."
Zldp0jcw6j4_chunk7_data2_task3,What is the stress cause here?,"The speaker is expressing excitement about their job and the benefits it provides, which outweighs the benefits of smoking cigarettes with their buddies."
lrnkEQRUyJM_chunk15_data2_task3,What is the stress cause here?,The speaker does not specify the source of the stress.
dNfM2ihfSSE_chunk15_data1_task2,What mental disorder symptoms does the patient show?,The patient shows symptoms of paranoia and delusions.
q58A-IM8iUs_chunk6_data2_task1,Does the patient suffer from loneliness?,The provided information does not allow for a conclusion on whether the patient suffers from loneliness.
Xj3q96mCfC8_chunk25_data2_task2,What mental disorder does this person show?,"The person is expressing a desire for companionship and the need for someone they can confide in, which suggests they may be experiencing loneliness or social anxiety. However, without further information, it's not possible to accurately diagnose the specific mental disorder."
_TwVa4utpII_chunk23_data1_task2,What mental disorder symptoms does the patient show?,"The patient shows symptoms of depression, as indicated by their mood and the content of their speech."
P2a9102jifM_chunk7_data1_task1,Does the patient suffer from depression?,"Yes, the patient may be suffering from depression based on the provided information. The statement suggests a lack of positive emotion and a sense of emptiness, which are common symptoms of depression. It is important to note that this is only an inference and a proper diagnosis can only be made by a medical professional after a thorough evaluation."
cgfs3h6Ahe8_chunk9_data3_task3,What is the stress cause here?,The speaker is referring to a lack of sleep.
U6VzVpsqG40_chunk10_data1_task1,Does the patient suffer from stress?,"Yes, the patient describes a situation that seems tough and full of doubts, which are common symptoms of stress."
4Y3EGPjhiXE_chunk3_data1_task3,What is the stress cause here?,"The speaker is stressed because they are attracted to someone who may drive others crazy, and they fear that their attraction might lead to negative consequences."
XUuWWoQTlww_chunk14_data1_task4,Does the physical wellness dimension exist here?,"Yes, the statement 'I know I physically can' implies that the speaker has the capacity or ability to engage in physical activity."
9om2tedf9oo_chunk8_data1_task3,What is the stress cause here?,The speaker does not specify the exact cause of their worry.
HKJXCj1xPH0_chunk6_data3_task2,What mental disorder symptoms does the patient show?,The patient shows symptoms of anxiety and nervousness.
Cgut_WRNywo_chunk7_data1_task3,What cause of depression does this show?,"The speech suggests that a lack of energy, sleep, and appetite can contribute to feelings of depression."
cVvMUM6fFWk_chunk15_data1_task2,What mental disorder symptoms does the patient show?,"The patient shows symptoms of mania, which is characterized by extreme elation, decreased need for sleep, and increased energy or activity levels."
iBp75KNuLb8_chunk5_data1_task1,Does the patient suffer from stress?,"Yes, the patient mentions feeling overwhelmed and panicking because they can't remember things during tests."
jlXmVqhaMds_chunk37_data2_task2,What mental disorder symptoms does the patient show?,The patient shows anxiety.
BYbCvD_8QYE_chunk9_data1_task1,Does the patient suffer from loneliness?,The audio does not provide explicit information regarding whether the patient suffers from loneliness.
3rSt4KIaN8I_chunk23_data1_task3,What cause of depression does this show?,The audio does not specifically state the cause of the speaker's depression.
ankWMLepQsE_chunk43_data1_task3,What cause of depression does this show?,"The speaker mentioned that she is having a rough week because she caught her boyfriend cheating on her, which is a significant cause of depression."
ufXwxYsVaeA_chunk12_data1_task3,What cause of depression does this show?,"The audio does not explicitly mention depression, so it cannot be determined what the cause is based on this information."
44mIo53rx3A_chunk13_data1_task1,Does the patient suffer from stress?,"The patient does not explicitly mention stress, but the context of a 'horrendous experience' suggests that they may be experiencing distress or trauma."
Cg4BbnkBavQ_chunk6_data2_task3,What is the stress cause here?,The speaker is asking about the amount of sleep someone is getting each night.
L1vluZ9uHMY_chunk14_data1_task3,What cause of depression does this show?,The speech does not provide enough information to determine a specific cause of the speaker's depression.
XUVQ5dGB1x0_chunk13_data1_task2,What mental disorder symptoms does the patient show?,"The patient shows signs of depression, as indicated by their slow speech, low energy level, and general feeling of hopelessness or helplessness ('I don't see any light at the end of this tunnel')."
Ad1E-Wi-DzM_chunk4_data2_task1,Does the patient suffer from stress?,"Yes, the patient has had a lot of anxiety, especially when it comes to getting into their car and going places."
80XyNE89eCs_chunk6_data2_task1,Does the patient suffer from stress?,"Yes, based on the content of the speech."
xu0orOMQpCk_chunk4_data2_task3,What cause of depression does this show?,The audio does not provide information regarding the cause of the individual's depression.
nFwAiO22g4Y_chunk28_data2_task1,Does the patient suffer from depression?,"Yes, the patient may be suffering from depression as they mentioned feeling suicidal."
JFrT8NOXeHk_chunk13_data1_task3,What is the stress cause here?,The speaker is worried that people are recording them and feels like there is a problem because the recordings seem to indicate something is wrong.
eqIM3n7ujVA_chunk1_data1_task3,What is the stress cause here?,The speaker is experiencing stress because they did not expect to have a session scheduled for today and are not doing well.
4AteX7MS03k_chunk13_data2_task1,Does the patient suffer from stress?,"The patient may have difficulty falling asleep due to stress. Stress can disrupt the body's natural sleep-wake cycle and make it harder to fall and stay asleep. Additionally, if a person is experiencing ongoing stress or anxiety, they may find that their mind is racing at bedtime, making it difficult to quiet their thoughts and relax. It's important for the patient to address the underlying causes of their stress and develop strategies for managing it in order to improve their sleep quality."
ofnnuwscA1Y_chunk8_data1_task1,Does the patient suffer from stress?,"Yes, the patient mentioned that they started yelling at someone which implies a stressful situation."
w8namZ5rt2k_chunk1_data1_task1,Does the patient suffer from loneliness?,The provided information does not allow us to determine whether the patient suffers from loneliness.
dREjjXvFybk_chunk3_data1_task2,What mental disorder symptoms does the patient show?,"The patient shows guilt, crying, and a sense of being wronged."
8p7vNzCpu2Q_chunk20_data2_task2,What mental disorder symptoms does the patient show?,"The patient shows signs of depression, as indicated by their mood and the content of their speech."
km_ZGAVsr20_chunk10_data3_task4,Does the social wellness dimension exist here?,"No, the concept of 'social wellness' is not mentioned in the speech."
Xj3q96mCfC8_chunk7_data2_task3,What cause of depression does this show?,"The speaker does not explicitly mention a specific cause for their depression, but it can be inferred that they may struggle with feelings of inadequacy or self-doubt based on the content of the speech."
Ad1E-Wi-DzM_chunk13_data1_task1,Does the patient suffer from loneliness?,The patient seems to indicate a sense of loneliness as they mention spending a lot of time alone at home and just staying to themselves.
H8CJxNP0nv8_chunk10_data2_task3,What cause of depression does this show?,"The audio does not specifically mention depression, but it suggests that being late and substance use (alcohol or marijuana) may contribute to feeling late."
BYbCvD_8QYE_chunk2_data2_task2,What mental disorder does this person show?,"The person is experiencing a moment of clarity and self-discovery, indicating they may be going through a period of personal growth or a life-changing event. However, without further information, it cannot be determined if they have a specific mental disorder."
mfe8OzzArGc_chunk4_data1_task2,What mental disorder symptoms does the patient show?,"The patient shows symptoms of depression, as indicated by their difficulty in making sense of life and their feelings of uncertainty about their love for someone they are supposed to take care of."
jm6PG989Q_0_chunk16_data1_task1,Does the patient suffer from loneliness?,"Yes, the patient mentioned wanting to distance themselves from people, which could indicate feelings of loneliness or social isolation."
GHi-ut-gfgs_chunk3_data1_task2,What mental disorder symptoms does the patient show?,The patient shows signs of anxiety.
sDrakgSYvzc_chunk12_data1_task3,What cause of depression does this show?,"The audio does not specifically mention depression, but the topic discussed may contribute to feelings of depression or disconnection from enjoyable activities."
3rSt4KIaN8I_chunk3_data1_task3,What cause of depression does this show?,"The sentence ""I have no energy"" is a statement that suggests that the speaker is feeling tired, weak, or lacking in vitality. It can indicate a variety of underlying causes, including:

1. Lack of sleep: If the speaker has not had enough restful sleep, they may feel fatigued and lack energy.

2. Poor nutrition: A diet that is lacking in important nutrients like carbohydrates, proteins, and vitamins can leave a person feeling weak and drained.

3. Chronic illness: Certain medical conditions like diabetes, thyroid disorders, or anemia can cause fatigue as a side effect.

4. Stress and anxiety: Prolonged stress and anxiety can take a toll on a person's physical and mental health, leading to feelings of exhaustion.

5. Hormonal changes: Hormonal imbalances, particularly those experienced during menopause or pregnancy, can cause fatigue.

6. Medications: Some medications can cause fatigue as a side effect.

7. Substance use: Alcohol, drugs, and even caffeine can cause fatigue when taken in excess.

It's important to note that fatigue can be a symptom of a larger underlying condition, so it's always best to consult with a healthcare professional if you are experiencing persistent feelings of fatigue."
lrnkEQRUyJM_chunk10_data2_task1,Does the patient suffer from loneliness?,The audio does not provide information regarding the patient's emotional state or whether they suffer from loneliness.
P2a9102jifM_chunk38_data1_task2,What mental disorder symptoms does this patient show?,The patient shows symptoms of depression.
7LD8iC4NqXM_chunk2_data1_task3,What cause of depression does this show?,"The speaker mentioned that they have been feeling quite bad for a while, which is a common cause of depression."
P2a9102jifM_chunk3_data2_task3,What is the stress cause here?,The speaker has lost their job.
5UHbkDeYYYY_chunk37_data2_task1,Does the patient suffer from loneliness?,"Based on the provided information, it cannot be determined whether the patient suffers from loneliness. The statement only mentions that the person is 'stuck in a lonely place.' It does not provide any context or additional information regarding the patient's emotional state or relationships."
Gt1dCRfv_Lc_chunk9_data1_task3,What is the stress cause here?,"The speaker mentions that they are not sleeping well and not eating because they are worried about their food and water being poisoned, indicating a fear or threat of harm from others."
XUuWWoQTlww_chunk23_data1_task3,What cause of depression does this show?,The statement suggests that depression can be caused by feeling lazy.
x7HJmVx3qN4_chunk5_data2_task4,Does the emotional wellness dimension exist here?,"Yes, based on the transcription, the speaker expresses emotions such as fear, disappointment, and embarrassment, which are related to their emotional well-being."
J2dpGjs5mjA_chunk8_data1_task3,What is the stress cause here?,The speech does not provide enough context to determine a specific stressor related to home environment.
nYk8Xs7Qee4_chunk7_data1_task2,What mental disorder symptoms does the patient show?,The patient shows indecisiveness as a symptom of their mental disorder.
_TwVa4utpII_chunk10_data1_task1,Does the patient suffer from loneliness?,The audio does not provide explicit information regarding whether the patient suffers from loneliness.
Ac0aZgha6Fk_chunk3_data1_task2,What mental disorder symptoms does the patient show?,"The patient shows symptoms of depression, as indicated by their expression of feeling sad and their comment about not wanting to burden others with their problems."
-GaYArbWL1Q_chunk8_data2_task1,Does the patient suffer from loneliness?,"Yes, the patient feels lonely and wants to have a good time outside of their home."
rKTYOAI65zE_chunk16_data1_task3,What cause of depression does this show?,"The speaker mentions that their mother pays more attention to their little brother, which implies a sense of favoritism or neglect towards the speaker. This could contribute to the speaker's feelings of depression."
hUQiq1mou78_chunk11_data1_task3,What cause of depression does this show?,The audio does not provide enough information to determine the specific cause of the speaker's depression.
21UTRCWbv20_chunk7_data2_task3,What cause of depression does this show?,The audio does not explicitly mention a specific cause of depression. It only states that one cost is a kind of paradox and the speaker feels a certain way about it despite not wanting to acknowledge it.
64T_BwKcc2M_chunk8_data1_task3,What cause of depression does this show?,The audio does not provide enough information to determine a specific cause of the speaker's depression.
GHi-ut-gfgs_chunk5_data1_task2,What mental disorder symptoms does the patient show?,The patient shows signs of depression.
S4jJ_AZhxgU_chunk4_data2_task1,Does the patient suffer from loneliness?,"The patient does not explicitly mention feelings of loneliness, but the phrase 'I was barely there' could imply a sense of isolation or detachment from others."
EO9F6b1R-ws_chunk19_data1_task2,What mental disorder symptoms does this patient show?,The patient shows symptoms of anxiety.
8E7e7-LD7pw_chunk24_data1_task3,What cause of depression does this show?,The audio suggests that depression can be caused by a lack of understanding of one's feelings and being unable to express them.
0Tt1IDjmito_chunk10_data1_task3,What is the stress cause here?,"The speaker cannot remember what specifically caused the stress, but it occurred before getting into a car and has something to do with driving."
jmwQ3SE6Uew_chunk10_data1_task2,What mental disorder symptoms does the patient show?,The patient shows worry.
YKDQ6mU4V6k_chunk7_data1_task2,What mental disorder does this person show?,The person shows suicidal thoughts.
hUQiq1mou78_chunk36_data1_task3,What cause of depression does this show?,"The speaker is hinting that there may be underlying issues related to being an adolescent male, although the specific cause is not stated."
P3JUXQ4kkHs_chunk42_data2_task2,What mental disorder symptoms does the patient show?,The patient shows signs of paranoia.
nFwAiO22g4Y_chunk49_data1_task2,What mental disorder symptoms does this patient show?,"The patient shows symptoms of a black hole, which is a term used to describe a person who is so emotionally intense or demanding that they are overwhelming and difficult for others to cope with. This can lead to feelings of isolation, anxiety, and depression."
ZB28gfSmz1Y_chunk5_data3_task3,What cause of depression does this show?,The audio does not provide enough information to determine the specific cause of the person's depression.
A1XJeciqyL8_chunk40_data1_task3,What cause of depression does this show?,The audio does not provide enough information to determine the specific cause of the person's depression.
ZSDJymlMOxg_chunk10_data1_task2,What mental disorder symptoms does the patient show?,"The patient shows signs of anxiety, as indicated by their fear and worry about potential dangers on the road."
YYh9WOOxrOo_chunk29_data2_task1,Does the patient suffer from depression?,"No, the patient does not suffer from depression according to the speech."
ExNs8o8A4fI_chunk2_data1_task3,What cause of depression does this show?,The speaker is experiencing depression due to feelings of anxiety about their appearance and what people might think about them.
8aDFvvjC6XM_chunk6_data1_task1,Does the patient suffer from depression?,"The patient may be experiencing symptoms of depression, but it is not a definitive diagnosis without further evaluation and professional input."
A1XJeciqyL8_chunk10_data1_task1,Does the patient suffer from stress?,Yes
7FLBpiEEedg_chunk22_data1_task2,What mental disorder symptoms does the patient show?,The patient shows symptoms of being spaced out and not really hearing what was going on.
osROod3Hmpg_chunk42_data1_task4,Does the social wellness dimension exist here?,"No, the term 'social wellness' does not appear in the list of dimensions provided. The dimensions listed are physical, mental, emotional, spiritual, and financial wellness."
nanU4vR993I_chunk21_data1_task3,What is the stress cause here?,"The speaker is trying to reassure the listener that they have had previous jobs that did not work out, but this does not affect their current job application."
_pkXuC7vsl0_chunk9_data2_task2,What mental disorder symptoms does the patient show?,"The patient shows signs of depression, as indicated by their tone and the content of their speech regarding past experiences with testing."
wl0zc9pPJb4_chunk13_data2_task3,What is the stress cause here?,The speaker is feeling embarrassed.
syM6XYzht20_chunk7_data2_task1,Does the patient suffer from stress?,"Yes, the patient describes a situation where they experience stress when leaving for work and contemplating whether to go back home."
czzQ7fIQE84_chunk14_data1_task1,Does the patient suffer from stress?,"Yes, the patient experiences anxiety and upset when they hear the dog barking at the front door."
W_tDRu67JnI_chunk3_data2_task3,What is the stress cause here?,The speaker seems to be angry about someone not understanding a situation or not being aware of something that is obvious to the speaker.
mfe8OzzArGc_chunk17_data1_task3,What cause of depression does this show?,The audio does not provide enough information to determine the specific cause of the speaker's depression.
ZJQgSGp18Mc_chunk3_data1_task2,What mental disorder symptoms does the patient show?,"The patient shows symptoms of depression, as indicated by the presence of sadness and a feeling of emptiness."
fK70IxJ4nP0_chunk4_data1_task4,Does the physical wellness dimension exist here?,"Yes, the physical wellness dimension exists in this sentence as it mentions drinking alcohol which can have negative effects on one's health."
8aDFvvjC6XM_chunk33_data3_task1,Does the patient suffer from depression?,"The patient may feel sad and guilty, which are common symptoms of depression, but only a trained medical professional can确诊 someone as having depression."
9cYeZdKeXsc_chunk6_data1_task3,What cause of depression does this show?,"The audio suggests that core beliefs, which are deeply held personal values and attitudes, can contribute to feelings of depression."
DcAqhHb5-hk_chunk6_data1_task3,What is the stress cause here?,The speaker is stressed because they perceive that there is something wrong with them and that others think they are not good enough at their job.
7FLBpiEEedg_chunk8_data2_task2,What mental disorder symptoms does the patient show?,The patient shows symptoms of depression.
Q_kYJ63RUAA_chunk10_data1_task3,What is the stress cause here?,The speaker is trying to calm down and let go of their stress in order to do their job better and reduce risk.
ihDezGfSvQs_chunk37_data1_task3,What is the stress cause here?,"The speaker is experiencing stress due to the ongoing pandemic and its impact on people's lives, as indicated by the mention of a Facebook group called 'Coronavirus Miracles' where people share positive or uplifting stories during these times."
PtCj7ecyHjg_chunk33_data2_task4,Does the vocational wellness dimension exist here?,"No, there is no mention of vocational wellness in the text provided."
osROod3Hmpg_chunk5_data1_task2,What mental disorder symptoms does this patient show?,The patient shows signs of depression.
Q08YjIJ8NYI_chunk4_data2_task4,Does the emotional wellness dimension exist here?,"Yes, based on the content related to yelling and medications, it appears that the speaker is discussing their emotional state or well-being."
-fLArKnlQkw_chunk9_data1_task3,What cause of depression does this show?,"The audio does not specifically mention depression, but the speaker's statement suggests that they have stopped using cocaine and implies a negative impact on their life. Cocaine is a drug that can cause feelings of euphoria, but it can also lead to addiction, mood disorders like depression, and other negative consequences."
jm6PG989Q_0_chunk9_data2_task3,What is the stress cause here?,The speaker is under a lot of stress from keeping up with the conversation.
8N1PzEFw0oE_chunk12_data1_task1,Does the patient suffer from depression?,"Yes, the patient mentions feeling overwhelmed and lacking control over their life, which are common symptoms of depression."
jm6PG989Q_0_chunk28_data1_task3,What cause of depression does this show?,The audio does not provide enough information to determine the specific cause of the person's depression.
44mIo53rx3A_chunk7_data1_task2,What mental disorder symptoms does the patient show?,The patient shows difficulty breathing and shortness of breath.
XH2tF8oB3cw_chunk17_data1_task1,Does the patient suffer from loneliness?,"The patient does not explicitly mention feeling lonely, but the description of feeling like everyone was looking at them could imply a sense of isolation or being observed closely."
9cYeZdKeXsc_chunk3_data2_task1,Does the patient suffer from stress?,"Yes, the patient admits to suffering from stress."
YpgvoXv3o-w_chunk7_data1_task1,Does the patient suffer from stress?,"Yes, the patient expresses worry about job stability and not being able to get a younger job."
KRDH89uP8wI_chunk34_data1_task3,What is the stress cause here?,The sentence does not provide enough context to determine the specific stress cause.
jxNBQKMW1wg_chunk26_data1_task1,Does the patient suffer from stress?,"Yes, the patient is experiencing a sense of worry that undermines their confidence."
lrnkEQRUyJM_chunk21_data1_task3,What is the stress cause here?,"The specific stressor is not detailed, but it involved a situation that was scary both in the moment and afterwards."
ZD-QoQ0ivKc_chunk14_data1_task3,What cause of depression does this show?,"The audio does not specifically mention depression, but it discusses the process of getting thoughts and reflecting on them."
osROod3Hmpg_chunk44_data1_task2,What mental disorder symptoms does this patient show?,"The patient shows dis功能性 thoughts, as indicated by the speech."
hjI-MRpv7PM_chunk8_data3_task1,Does the patient suffer from loneliness?,The audio does not provide information regarding whether the patient suffers from loneliness.
lrnkEQRUyJM_chunk16_data2_task4,Does the social wellness dimension exist here?,"The statement does not explicitly mention any social wellness dimensions, so it is unclear whether they exist or not in this context."
VQD12PPjFrU_chunk3_data2_task3,What is the stress cause here?,The speaker is stressed because they perceive a situation as a big mess that is overwhelming to the point where they are unable to work on it.
bTRRNWrwRCo_chunk7_data2_task3,What cause of depression does this show?,"The audio does not explicitly mention depression, but the speaker does discuss their desire to 'get hold of' something and mentions that they are 'going to handle it,' which could suggest a sense of struggle or difficulty. Additionally, the tone of the speaker is neutral, which might indicate that they are trying to remain composed or hide their true feelings."
UAIr_NlZbak_chunk4_data1_task1,Does the patient suffer from stress?,"Yes, the patient mentioned that they had a nervous breakdown."
3ydZbOjDZ70_chunk22_data2_task1,Does the patient suffer from stress?,"Yes, the patient has reported feeling stressed at work due to conflicts with coworkers and their boss."
82YC8jm6x-Q_chunk10_data2_task2,What mental disorder does this person show?,"The person is exhibiting symptoms of narcissistic personality disorder, which is characterized by an inflated sense of self-importance, a need for admiration, and a lack of empathy towards others."
Ad1E-Wi-DzM_chunk12_data1_task1,Does the patient suffer from stress?,The patient does not have trouble getting to sleep but has trouble staying asleep.
7LD8iC4NqXM_chunk18_data2_task2,What mental disorder symptoms does this patient show?,"The patient exhibits symptoms of depression, as indicated by their feelings of unworthiness and difficulty concentrating."
-GaYArbWL1Q_chunk25_data2_task2,What mental disorder symptoms does the patient show?,"The patient shows symptoms of depression, as indicated by feelings of failure, difficulty connecting with people, and a lack of feeling of connection."
67I6g1I7Zao_chunk1_data1_task1,Does the patient suffer from stress?,"Yes, the patient is experiencing increasing stress and anxiety."
s6UW9b6zncc_chunk1_data1_task3,What is the stress cause here?,The stressor in this scenario is three weeks without smoking.
z60HLGvT7DQ_chunk2_data2_task3,What cause of depression does this show?,The audio does not provide enough information to determine the specific cause of the person's depression. It only suggests that the person might be feeling depressed.
58_UJc4XjLo_chunk3_data1_task4,Does the vocational wellness dimension exist here?,"Yes, the statement suggests that the speaker is taking fewer classes and has dropped all but two, which implies a concern for their academic or professional development, falls under the vocational wellness dimension."
DPOFpRQqInw_chunk6_data1_task2,What mental disorder does this person show?,The person is expressing a delusional belief that they deserve something.
sDrakgSYvzc_chunk8_data3_task3,What cause of depression does this show?,The speaker mentioned sadness as a cause of depression.
S7RlcWtlzSI_chunk5_data1_task3,What cause of depression does this show?,"The speaker mentions feeling depressed because her clothes aren't fitting, which suggests a body image issue."
liJPBeFbJ3Q_chunk6_data2_task3,What is the stress cause here?,"The stress cause for the speaker might be related to the preparation and anxiety associated with giving a presentation, as indicated by the mention of feeling nervous and making bullet points for notes."
jxNBQKMW1wg_chunk31_data1_task3,What cause of depression does this show?,"The speech suggests that the relationship is not over and that the person is still grieving the dream and hopes they had, which could be a contributing factor to their depression."
S4wWClQhZaA_chunk2_data1_task3,What is the stress cause here?,The speaker is stressed about whether her recent change in insurance company will be covered.
7LD8iC4NqXM_chunk7_data2_task3,What cause of depression does this show?,The audio does not provide enough information to determine the specific cause of the speaker's depression.
k_78UKFERGE_chunk27_data2_task1,Does the patient suffer from loneliness?,"Yes, the patient feels guilty and suggests that others are not making them feel guilty, implying a possible loneliness or lack of emotional support."
ufXwxYsVaeA_chunk16_data1_task1,Does the patient suffer from loneliness?,"Yes, the patient mentions that they have been 'kind of off and on in relationships' and sometimes feel 'not that good for me', which can imply feelings of loneliness or dissatisfaction in their social life."
SD_flKS7koQ_chunk2_data3_task4,Does the physical wellness dimension exist here?,"No, the physical wellness dimension does not seem to be present as there is no mention of health or medical conditions in the speech."
n17O4_Uy6Vk_chunk7_data2_task2,What mental disorder symptoms does the patient show?,"The patient shows signs of depression and anxiety, as indicated by their mood and the content of their speech."
km_ZGAVsr20_chunk2_data2_task3,What cause of depression does this show?,"The sentence suggests that the person feels like they are drinking more than usual, which could be a symptom of depression. However, it is important to note that alcohol consumption can also be a trigger for depression or make symptoms worse. Therefore, it is not necessarily a direct cause of depression. Other factors such as stress, trauma, or underlying mental health conditions may also contribute to depression. It's important to consult with a medical professional for an accurate diagnosis and appropriate treatment plan."
KuHLL2AE-SE_chunk4_data1_task4,Does the emotional wellness dimension exist here?,"Yes, the speaker is experiencing an emotion that relates to their emotional wellness, which seems to be doubt or uncertainty."
SNstOn6owcI_chunk19_data1_task3,What cause of depression does this show?,"The speaker is describing a situation that could lead to depression, such as sleeping more than desired and not experiencing enjoyment with one's partner."
tBd5VGCKnjA_chunk2_data1_task3,What is the stress cause here?,The speaker gets very anxious about having to cross a bridge.
4-bH55MCa1U_chunk18_data2_task4,Does the physical wellness dimension exist here?,"Yes, the statement suggests that the speaker is experiencing too much physical pain, indicating a concern for their well-being in this dimension."
Ch9YNaCgBU4_chunk16_data2_task3,What is the stress cause here?,The stress cause in this sentence is a prepositional phrase 'around when it's gonna happen and what's gonna happen.'
gbBn8EzZx3w_chunk8_data1_task2,What mental disorder symptoms does the patient show?,The patient shows signs of anxiety.
Xj3q96mCfC8_chunk18_data3_task2,What mental disorder symptoms does the patient show?,The patient shows symptoms of depression.
sDrakgSYvzc_chunk4_data3_task2,What mental disorder symptoms does the patient show?,The patient shows symptoms of depression.
88qr91P1lsA_chunk51_data2_task1,Does the patient suffer from stress?,"Yes, the patient mentions feeling panic attacks and reactions when someone threatens to get rid of their stuff, which suggests a stressful situation."
UxCT6zVPk7A_chunk12_data1_task3,What is the stress cause here?,The speaker does not trust the other people who work with them because they are possibly working for the government and could potentially access their notes and information.
4AteX7MS03k_chunk11_data2_task1,Does the patient suffer from stress?,"Yes, based on the context provided, the patient is experiencing trouble concentrating which could be a symptom of stress."
k_78UKFERGE_chunk6_data1_task3,What is the stress cause here?,The speaker is afraid of something happening when they are not around.
ZAOwjnqVUnM_chunk3_data1_task2,What mental disorder symptoms does the patient show?,The patient shows anxiety.
Q9astgtdDW4_chunk10_data1_task4,Does the social wellness dimension exist here?,"The social wellness dimension may be present as the speaker is discussing their friends and drinking habits, which could indicate how they perceive social interactions and relationships."
U6VzVpsqG40_chunk3_data1_task3,What cause of depression does this show?,The audio does not specifically mention a cause of depression.
keSGvlBzQWg_chunk34_data2_task2,What mental disorder symptoms does the patient show?,The patient shows sadness.
_pkXuC7vsl0_chunk2_data1_task4,Does the emotional wellness dimension exist here?,"Yes, the emotional wellness dimension is present as the speaker talks about feeling a lot of anxiety."
jxNBQKMW1wg_chunk17_data2_task1,Does the patient suffer from stress?,"Yes, based on the speech, the patient may be experiencing distress or anxiety about not making a change."
_pkXuC7vsl0_chunk28_data1_task2,What mental disorder symptoms does the patient show?,The patient shows symptoms of depression.
eqIM3n7ujVA_chunk7_data1_task2,What mental disorder symptoms does the patient show?,The patient shows fearfulness and trembling.
JTcjMPoxUTM_chunk22_data1_task3,What is the stress cause here?,The stress cause here is a traumatic event.
_HIotEzcUEU_chunk45_data1_task2,What mental disorder symptoms does the patient show?,The patient shows symptoms of paranoia.
